summary_type       , sticker_name     , n_rows, n_clean_recognized_rows, attack_success_rate  , detection_failure_success_rate, embedding_failure_success_rate, stickered_recognized_rate_after_clean_recognition, mean_similarity_drop , median_similarity_drop, mean_clean_similarity, mean_stickered_similarity, mean_sticker_area_ratio, position_name, scale_factor
by_sticker_position, eyes             ,  150.0,                   132.0, 0.06060606060606061  ,          0.0                  ,          0.06060606060606061  ,                                0.9393939393939394, 0.05250234031428891  ,  0.0369230806827545   ,    0.6764807081222535,        0.6239783678079645,   0.02475122839569799  , lower_face   ,           
by_sticker_position, red_heart        ,  150.0,                   132.0, 0.05303030303030303  ,          0.0                  ,          0.05303030303030303  ,                                0.946969696969697 , 0.0344509983062744   ,  0.0263764411211013   ,    0.6764807081222535,        0.642029709815979 ,   0.015394461052125169 , lower_face   ,           
by_sticker_position, butterfly        ,  150.0,                   132.0, 0.05303030303030303  ,          0.0                  ,          0.05303030303030303  ,                                0.946969696969697 , 0.04146705478429792  ,  0.03739818930625915  ,    0.6764807081222535,        0.6350136533379555,   0.01846974538707345  , lower_face   ,           
by_sticker_position, stripe_noise     ,  150.0,                   132.0, 0.05303030303030303  ,          0.007575757575757576 ,          0.045454545454545456 ,                                0.946969696969697 , 0.051194058668693414 ,  0.0422289967536926   ,    0.6764807081222535,        0.6258485232223601,   0.030912448888430706 , lower_face   ,           
by_sticker_position, random_noise     ,  150.0,                   132.0, 0.045454545454545456 ,          0.0                  ,          0.045454545454545456 ,                                0.9545454545454546, 0.030016083767016706 ,  0.01567238569259635  ,    0.6764807081222535,        0.6464646243552367,   0.019958079923031946 , lower_face   ,           
by_sticker_position, skin_patch_light ,  150.0,                   132.0, 0.045454545454545456 ,          0.0                  ,          0.045454545454545456 ,                                0.9545454545454546, 0.024088942160209    ,  0.015736341476440402 ,    0.6764807081222535,        0.6523917659620444,   0.014882142734425959 , lower_face   ,           
by_sticker_position, pixel_patch      ,  150.0,                   132.0, 0.045454545454545456 ,          0.0                  ,          0.045454545454545456 ,                                0.9545454545454546, 0.03881310631831485  ,  0.0257374346256256   ,    0.6764807081222535,        0.6376676018039386,   0.0218979143043672   , lower_face   ,           
by_sticker_position, highlight_patch  ,  150.0,                   132.0, 0.045454545454545456 ,          0.0                  ,          0.045454545454545456 ,                                0.9545454545454546, 0.030850535829861924 ,  0.022623598575592    ,    0.6764807081222535,        0.6456301722923915,   0.020939937463491688 , nose         ,           
by_sticker_position, checker_noise    ,  150.0,                   132.0, 0.045454545454545456 ,          0.0                  ,          0.045454545454545456 ,                                0.9545454545454546, 0.04648000170787173  ,  0.04138883948326105  ,    0.6764807081222535,        0.6300007064143817,   0.023531422877366547 , lower_face   ,           
by_sticker_position, star             ,  150.0,                   132.0, 0.045454545454545456 ,          0.0                  ,          0.045454545454545456 ,                                0.9545454545454546, 0.03494852264722186  ,  0.028838500380516    ,    0.6764807081222535,        0.6415321854750315,   0.01457512971171352  , lower_face   ,           
by_sticker_position, blush_patch      ,  150.0,                   132.0, 0.03787878787878788  ,          0.0                  ,          0.03787878787878788  ,                                0.9621212121212122, 0.027211206754048634 ,  0.0205615162849426   ,    0.6764807081222535,        0.6492695013682047,   0.020507336013469355 , nose         ,           
by_sticker_position, skin_patch_medium,  150.0,                   132.0, 0.03787878787878788  ,          0.0                  ,          0.03787878787878788  ,                                0.9621212121212122, 0.02216889252265293  ,  0.01387056708335875  ,    0.6764807081222535,        0.6543118155996005,   0.014882142734425959 , lower_face   ,           
by_sticker_position, black_bar        ,  150.0,                   132.0, 0.03787878787878788  ,          0.0                  ,          0.03787878787878788  ,                                0.9621212121212122, 0.03648373171687124  ,  0.025145232677459703 ,    0.6764807081222535,        0.6399969764053821,   0.011407586846716776 , lower_face   ,           
by_sticker_position, mouth            ,  150.0,                   132.0, 0.03787878787878788  ,          0.0                  ,          0.03787878787878788  ,                                0.9621212121212122, 0.04639301404356954  ,  0.03696334362030025  ,    0.6764807081222535,        0.6300876940786838,   0.014288904923890951 , lower_face   ,           
by_sticker_position, biting_lip       ,  150.0,                   132.0, 0.03787878787878788  ,          0.0                  ,          0.03787878787878788  ,                                0.9621212121212122, 0.03709386179223654  ,  0.032502561807632405 ,    0.6764807081222535,        0.6393868463300169,   0.014847438408411448 , lower_face   ,           
by_sticker_position, skin_patch_dark  ,  150.0,                   132.0, 0.030303030303030304 ,          0.0                  ,          0.030303030303030304 ,                                0.9696969696969697, 0.020243046184380838 ,  0.01080030202865595  ,    0.6764807081222535,        0.6562376619378726,   0.014882142734425959 , lower_face   ,           
by_sticker_position, sparkling_heart  ,  150.0,                   132.0, 0.030303030303030304 ,          0.0                  ,          0.030303030303030304 ,                                0.9696969696969697, 0.03989568531513211  ,  0.0308296978473663   ,    0.6764807081222535,        0.6365850228071213,   0.016823007937325996 , lower_face   ,           
